id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
746;Megane;"5-deurs hatchback";1996;1999;577;Megane;21511
758;Megane;"5-deurs hatchback";1999;2000;577;Megane;23081
768;Megane;"5-deurs hatchback";2000;2002;577;Megane;23081
772;Megane;"3-deurs hatchback";2002;2006;577;Megane;25504
774;Megane;"5-deurs hatchback";2002;2006;577;Megane;25514
784;Megane;"3-deurs hatchback";2006;2008;577;Megane;29444
788;Megane;"5-deurs hatchback";2006;2008;577;Megane;29464
3047;Megane;"5-deurs hatchback";2008;2012;577;Megane;81058
3651;Megane;"5-deurs hatchback";2012;2013;577;Megane;130933
4071;Megane;"5-deurs hatchback";2013;heden;577;Megane;156102
760;"Megane Break";"5-deurs stationwagon";1999;2000;577;Megane;23085
770;"Megane Break";"5-deurs stationwagon";2000;2003;577;Megane;23085
750;"Megane Cabriolet";"2-deurs cabriolet";1997;1999;577;Megane;21929
754;"Megane Cabriolet";"2-deurs cabriolet";1999;2000;577;Megane;23093
764;"Megane Cabriolet";"2-deurs cabriolet";2000;2003;577;Megane;23093
742;"Megane Coupe";"2-deurs coupe";1996;1999;577;Megane;21515
752;"Megane Coupe";"2-deurs coupe";1999;2000;577;Megane;23090
762;"Megane Coupe";"2-deurs coupe";2000;2002;577;Megane;23090
3080;"Megane Coupe";"3-deurs coupe";2009;2012;577;Megane;81076
3652;"Megane Coupe";"3-deurs coupe";2012;2013;577;Megane;130962
4072;"Megane Coupe";"3-deurs coupe";2013;heden;577;Megane;156114
776;"Megane Coupe-Cabriolet";"2-deurs cabriolet";2003;2006;577;Megane;26528
782;"Megane Coupe-Cabriolet";"2-deurs cabriolet";2006;2009;577;Megane;29473
3351;"Megane Coupe-Cabriolet";"2-deurs cabriolet";2010;2012;577;Megane;91220
3931;"Megane Coupe-Cabriolet";"2-deurs cabriolet";2013;heden;577;Megane;0
3150;"Megane Estate";"5-deurs stationwagon";2009;2012;577;Megane;80967
3653;"Megane Estate";"5-deurs stationwagon";2012;2013;577;Megane;130947
4073;"Megane Estate";"5-deurs stationwagon";2013;heden;577;Megane;156108
780;"Megane Grand Tour";"5-deurs stationwagon";2003;2006;577;Megane;26540
790;"Megane Grand Tour";"5-deurs stationwagon";2006;2009;577;Megane;29482
748;"Megane Scenic";"5-deurs mpv";1996;1999;577;Megane;21522
744;"Megane Sedan";"4-deurs sedan";1996;1999;577;Megane;21519
756;"Megane Sedan";"4-deurs sedan";1999;2000;577;Megane;23098
766;"Megane Sedan";"4-deurs sedan";2000;2003;577;Megane;23098
778;"Megane Sedan";"4-deurs sedan";2003;2006;577;Megane;26520
786;"Megane Sedan";"4-deurs sedan";2006;2008;577;Megane;29456
3738;"Megane Van";"5-deurs bestelwagen";2012;2013;577;Megane;126594
4081;"Megane Van";"5-deurs bestelwagen";2014;heden;577;Megane;156108
