id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
710;Kangoo;"4-deurs mpv";1997;2001;575;Kangoo;21925
712;Kangoo;"5-deurs mpv";1997;2001;575;Kangoo;21925
714;Kangoo;"4-deurs mpv";2001;2003;575;Kangoo;24760
716;Kangoo;"5-deurs mpv";2001;2003;575;Kangoo;24760
718;Kangoo;"4-deurs mpv";2003;2005;575;Kangoo;26510
720;Kangoo;"5-deurs mpv";2003;2005;575;Kangoo;26510
2712;Kangoo;"4-deurs mpv";2005;heden;575;Kangoo;28796
724;Kangoo;"5-deurs mpv";2005;2008;575;Kangoo;28796
3991;Kangoo;"5-deurs mpv";2013;heden;575;Kangoo;153668
3141;"Kangoo Be Bop";"3-deurs mpv";2009;2011;575;Kangoo;91239
3703;"Kangoo Express";"4-deurs bestelwagen";2012;2013;575;Kangoo;125871
3992;"Kangoo Express";"4-deurs bestelwagen";2013;heden;575;Kangoo;153651
2901;"Kangoo Family";"5-deurs mpv";2008;2013;575;Kangoo;49946
