id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
810;"Grand Scenic";"5-deurs mpv";2004;2006;581;Scenic;27677
2762;"Grand Scenic";"5-deurs mpv";2006;2009;581;Scenic;44829
3120;"Grand Scenic";"5-deurs mpv";2009;2012;581;Scenic;81053
3640;"Grand Scenic";"5-deurs mpv";2012;2013;581;Scenic;122092
3967;"Grand Scenic";"5-deurs mpv";2013;heden;581;Scenic;146427
802;Scenic;"5-deurs mpv";1999;2001;581;Scenic;23105
806;Scenic;"5-deurs mpv";2001;2003;581;Scenic;23105
808;Scenic;"5-deurs mpv";2003;2006;581;Scenic;26548
812;Scenic;"5-deurs mpv";2006;2009;581;Scenic;44835
3121;Scenic;"5-deurs mpv";2009;2012;581;Scenic;66853
3641;Scenic;"5-deurs mpv";2012;2013;581;Scenic;122095
3968;Scenic;"5-deurs mpv";2013;heden;581;Scenic;146422
804;"Scenic RX4";"5-deurs mpv";2000;2001;581;Scenic;23757
2764;"Scenic RX4";"5-deurs mpv";2001;2003;581;Scenic;23757
3969;"Scenic XMod";"5-deurs mpv";2013;heden;581;Scenic;146447
