id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
658;Giulietta;"4-deurs sedan";1978;1983;16;Giulietta;38410
660;Giulietta;"4-deurs sedan";1983;1985;16;Giulietta;46334
3318;Giulietta;"5-deurs hatchback";2010;2014;16;Giulietta;89259
4074;Giulietta;"5-deurs hatchback";2014;heden;16;Giulietta;155149
