id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
3013;MiTo;"3-deurs hatchback";2008;2014;805;MiTo;60913
4080;MiTo;"3-deurs hatchback";2013;heden;805;MiTo;158526
