id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
330;Corsa;"3-deurs hatchback";1983;1985;502;Corsa;0
334;Corsa;"5-deurs hatchback";1985;1990;502;Corsa;0
331;Corsa;"2-deurs sedan";1985;1990;502;Corsa;0
332;Corsa;"3-deurs hatchback";1985;1990;502;Corsa;0
333;Corsa;"4-deurs sedan";1985;1990;502;Corsa;0
335;Corsa;"3-deurs hatchback";1990;1993;502;Corsa;19674
336;Corsa;"4-deurs sedan";1990;1992;502;Corsa;19677
337;Corsa;"5-deurs hatchback";1990;1993;502;Corsa;19678
338;Corsa;"3-deurs hatchback";1993;1997;502;Corsa;20484
339;Corsa;"5-deurs hatchback";1993;1997;502;Corsa;20488
341;Corsa;"5-deurs hatchback";1997;2000;502;Corsa;21869
340;Corsa;"3-deurs hatchback";1997;2000;502;Corsa;21865
342;Corsa;"3-deurs hatchback";2000;2003;502;Corsa;23723
343;Corsa;"5-deurs hatchback";2000;2003;502;Corsa;23735
345;Corsa;"5-deurs hatchback";2003;2006;502;Corsa;26422
344;Corsa;"3-deurs hatchback";2003;2006;502;Corsa;26415
346;Corsa;"3-deurs hatchback";2006;2010;502;Corsa;32819
348;Corsa;"5-deurs hatchback";2006;2010;502;Corsa;37047
3204;Corsa;"3-deurs hatchback";2010;2011;502;Corsa;91317
3205;Corsa;"5-deurs hatchback";2010;2011;502;Corsa;91320
3475;Corsa;"3-deurs hatchback";2011;heden;502;Corsa;99989
3476;Corsa;"5-deurs hatchback";2011;heden;502;Corsa;99994
329;"Corsa TR";"2-deurs hatchback";1983;1985;502;Corsa;0
