id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
356;Kadett;"2-deurs hatchback";1979;1984;505;Kadett;0
357;Kadett;"3-deurs hatchback";1979;1984;505;Kadett;0
359;Kadett;"4-deurs hatchback";1979;1982;505;Kadett;0
360;Kadett;"5-deurs hatchback";1979;1984;505;Kadett;0
364;Kadett;"5-deurs hatchback";1984;1989;505;Kadett;0
362;Kadett;"3-deurs hatchback";1984;1989;505;Kadett;0
366;Kadett;"4-deurs sedan";1985;1989;505;Kadett;0
369;Kadett;"3-deurs hatchback";1989;1991;505;Kadett;19525
372;Kadett;"5-deurs hatchback";1989;1991;505;Kadett;0
371;Kadett;"4-deurs sedan";1989;1991;505;Kadett;0
367;"Kadett Cabrio";"2-deurs cabriolet";1988;1989;505;Kadett;0
368;"Kadett Cabrio";"2-deurs cabriolet";1989;1993;505;Kadett;19530
2688;"Kadett Caravan";"3-deurs hatchback";1984;1989;505;Kadett;0
363;"Kadett Caravan";"3-deurs stationwagon";1984;1989;505;Kadett;0
365;"Kadett Caravan";"5-deurs stationwagon";1984;1989;505;Kadett;0
2689;"Kadett Caravan";"5-deurs hatchback";1984;1989;505;Kadett;0
370;"Kadett Caravan";"3-deurs stationwagon";1989;1991;505;Kadett;0
373;"Kadett Caravan";"5-deurs stationwagon";1989;1991;505;Kadett;0
358;"Kadett Combi";"3-deurs stationwagon";1979;1982;505;Kadett;0
361;"Kadett Combi";"5-deurs stationwagon";1979;1984;505;Kadett;0
