id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
395;Rekord;"2-deurs sedan";1977;1982;511;Rekord;0
397;Rekord;"4-deurs sedan";1977;1982;511;Rekord;0
400;Rekord;"4-deurs stationwagon";1982;1984;511;Rekord;0
403;Rekord;"4-deurs sedan";1984;1986;511;Rekord;0
398;"Rekord Caravan";"5-deurs stationwagon";1977;1982;511;Rekord;0
396;"Rekord Caravan";"3-deurs stationwagon";1977;1982;511;Rekord;0
399;"Rekord Caravan";"3-deurs stationwagon";1982;1984;511;Rekord;0
401;"Rekord Caravan";"5-deurs stationwagon";1982;1984;511;Rekord;0
402;"Rekord Caravan";"3-deurs stationwagon";1984;1986;511;Rekord;0
404;"Rekord Caravan";"5-deurs stationwagon";1984;1986;511;Rekord;0
