id;pikk_mudel;kytus;kaigukast;alates;kuni
222;1300;B;H4;1981;1986
223;"1300 DL";B;H5;1981;1986
224;"1600 DL";B;H5;1979;1986
224;"1600 DL";B;H5;1979;1986
225;"1600 DL";B;A3;1979;1986
40900;"1600 GLF";B;H5;1979;1984
226;"1800 GLF";B;H5;1981;1986
226;"1800 GLF";B;H5;1981;1986
227;"1800 GLF";B;A3;1981;1986
