id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2325;Ceed;"5-deurs hatchback";2007;2009;314;Ceed;37528
3169;Ceed;"5-deurs hatchback";2009;2012;314;Ceed;81159
3829;Ceed;"5-deurs hatchback";2012;heden;314;Ceed;127891
2693;"Ceed Sporty Wagon";"5-deurs stationwagon";2007;2009;314;Ceed;42481
3170;"Ceed Sporty Wagon";"5-deurs stationwagon";2009;2012;314;Ceed;81170
3868;"Ceed SW";"5-deurs stationwagon";2012;heden;314;Ceed;131901
2895;Pro_Ceed;"3-deurs hatchback";2008;2010;314;Ceed;50991
3335;Pro_Ceed;"3-deurs hatchback";2010;2011;314;Ceed;50991
3483;Pro_Ceed;"3-deurs hatchback";2011;2012;314;Ceed;108249
3939;Pro_Ceed;"3-deurs hatchback";2013;heden;314;Ceed;142691
