id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
3794;Freelander;"5-deurs bestelwagen";2007;heden;358;Freelander;35916
2450;Freelander;"5-deurs suv";2007;2012;358;Freelander;35916
3906;Freelander;"5-deurs bestelwagen";2012;heden;358;Freelander;132569
3905;Freelander;"5-deurs suv";2012;heden;358;Freelander;132569
2442;"Freelander Hardback";"3-deurs suv";1998;2000;358;Freelander;22312
2444;"Freelander Hardback";"3-deurs suv";2000;2002;358;Freelander;23536
2737;"Freelander Hardback";"3-deurs suv";2002;2003;358;Freelander;0
2448;"Freelander Hardback";"3-deurs suv";2003;2007;358;Freelander;26197
2446;"Freelander Softback";"3-deurs suv";2002;2003;358;Freelander;0
2443;"Freelander Station Wagon";"5-deurs suv";1998;2000;358;Freelander;22316
2445;"Freelander Station Wagon";"5-deurs suv";2000;2002;358;Freelander;23544
2447;"Freelander Station Wagon";"5-deurs suv";2002;2003;358;Freelander;0
2449;"Freelander Station Wagon";"5-deurs suv";2003;2007;358;Freelander;26205
