id;pikk_mudel;kytus;kaigukast;alates;kuni
18051;"Nubira 1.6 SE";B;H5;1999;2003
18052;"Nubira 1.6 SX";B;H5;1999;2003
18053;"Nubira 1.6 SX";B;A4;1999;2003
18053;"Nubira 1.6 SX";B;A4;1999;2003
18054;"Nubira 2.0 CDX";B;H5;1999;2003
18055;"Nubira 2.0 CDX";B;A4;1999;2003
