id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
861;Montego;"4-deurs hatchback";1984;1990;49;Montego;18990
862;Montego;"4-deurs sedan";1984;1990;49;Montego;18990
864;"Montego Estate";"4-deurs sedan";1985;1990;49;Montego;19067
867;"Montego Estate";"5-deurs stationwagon";1985;1990;49;Montego;19067
