id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1793;Tercel;"2-deurs sedan";1979;1981;704;Tercel;0
1796;Tercel;"4-deurs sedan";1979;1981;704;Tercel;0
1801;Tercel;"4-deurs hatchback";1981;1982;704;Tercel;0
1798;Tercel;"2-deurs hatchback";1981;1982;704;Tercel;0
1803;Tercel;"5-deurs hatchback";1982;1988;704;Tercel;0
1805;Tercel;"5-deurs stationwagon";1982;1988;704;Tercel;0
1807;Tercel;"3-deurs hatchback";1984;1985;704;Tercel;0
3287;"Tercel 1.3 DX";"5-deurs hatchback";1982;1988;704;Tercel;0
3288;"Tercel 1.3 DX";"5-deurs stationwagon";1982;1988;704;Tercel;0
1795;"Tercel Coupe";"3-deurs hatchback";1979;1981;704;Tercel;0
1799;"Tercel Coupe";"3-deurs coupe";1981;1982;704;Tercel;0
