id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1497;Carina;"2-deurs sedan";1980;1981;683;Carina;0
1499;Carina;"4-deurs sedan";1980;1981;683;Carina;0
1505;Carina;"4-deurs sedan";1981;1984;683;Carina;0
1534;Carina;"5-deurs hatchback";1986;1988;683;Carina;0
1528;Carina;"4-deurs sedan";1986;1988;683;Carina;0
1544;Carina;"5-deurs hatchback";1988;1992;683;Carina;0
1539;Carina;"4-deurs sedan";1988;1992;683;Carina;20366
1511;Carina;"5-deurs hatchback";1992;1996;683;Carina;20248
1509;Carina;"4-deurs sedan";1992;1996;683;Carina;20243
1515;Carina;"4-deurs sedan";1996;1997;683;Carina;21596
1517;Carina;"5-deurs hatchback";1996;1997;683;Carina;21601
1503;"Carina Combi";"5-deurs stationwagon";1980;1981;683;Carina;0
1507;"Carina Combi";"5-deurs stationwagon";1981;1984;683;Carina;0
3276;"Carina E";"4-deurs sedan";1992;1996;683;Carina;20243
3277;"Carina E";"5-deurs hatchback";1992;1996;683;Carina;20248
3279;"Carina E";"5-deurs hatchback";1996;1997;683;Carina;21601
3278;"Carina E";"4-deurs sedan";1996;1997;683;Carina;21596
3280;"Carina E Stationwagon";"5-deurs stationwagon";1993;1996;683;Carina;20544
3281;"Carina E Stationwagon";"5-deurs stationwagon";1996;1997;683;Carina;21603
3283;"Carina II";"5-deurs hatchback";1986;1988;683;Carina;0
3282;"Carina II";"4-deurs sedan";1986;1988;683;Carina;0
3285;"Carina II";"5-deurs hatchback";1988;1992;683;Carina;0
3284;"Carina II";"4-deurs sedan";1988;1992;683;Carina;20366
3286;"Carina II Stationwagon";"5-deurs stationwagon";1988;1992;683;Carina;19396
1547;"Carina Stationwagon";"5-deurs stationwagon";1988;1992;683;Carina;19396
1513;"Carina Stationwagon";"5-deurs stationwagon";1993;1996;683;Carina;20544
1519;"Carina Stationwagon";"5-deurs stationwagon";1996;1997;683;Carina;21603
