id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1431;Avensis;"4-deurs sedan";1997;2000;679;Avensis;21974
1433;Avensis;"5-deurs hatchback";1997;2000;679;Avensis;21978
1437;Avensis;"4-deurs sedan";2000;2003;679;Avensis;23856
1440;Avensis;"5-deurs hatchback";2000;2003;679;Avensis;23864
1447;Avensis;"5-deurs hatchback";2003;2006;679;Avensis;26677
1445;Avensis;"4-deurs sedan";2003;2006;679;Avensis;26669
1451;Avensis;"4-deurs sedan";2006;2009;679;Avensis;37292
1453;Avensis;"5-deurs hatchback";2006;2008;679;Avensis;37317
3062;Avensis;"4-deurs sedan";2009;2012;679;Avensis;78162
3629;Avensis;"4-deurs sedan";2012;heden;679;Avensis;121788
1435;"Avensis Wagon";"5-deurs stationwagon";1997;2000;679;Avensis;21982
1443;"Avensis Wagon";"5-deurs stationwagon";2000;2003;679;Avensis;23867
1449;"Avensis Wagon";"5-deurs stationwagon";2003;2006;679;Avensis;26692
1455;"Avensis Wagon";"5-deurs stationwagon";2006;2009;679;Avensis;37309
3063;"Avensis Wagon";"5-deurs stationwagon";2009;2012;679;Avensis;78164
3630;"Avensis Wagon";"5-deurs stationwagon";2012;heden;679;Avensis;121805
