id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1710;"Land Cruiser";"5-deurs suv";1980;1985;693;"Land Cruiser";0
1712;"Land Cruiser";"3-deurs suv";1985;1990;693;"Land Cruiser";0
1715;"Land Cruiser";"3-deurs suv";1990;1997;693;"Land Cruiser";0
1721;"Land Cruiser";"5-deurs suv";2002;2010;693;"Land Cruiser";25659
1719;"Land Cruiser";"3-deurs suv";2002;2010;693;"Land Cruiser";25650
3188;"Land Cruiser";"3-deurs suv";2010;2013;693;"Land Cruiser";94415
3189;"Land Cruiser";"5-deurs suv";2010;2013;693;"Land Cruiser";94407
4048;"Land Cruiser";"3-deurs suv";2013;heden;693;"Land Cruiser";0
4049;"Land Cruiser";"5-deurs suv";2013;heden;693;"Land Cruiser";158147
1714;"Land Cruiser Customwagon";"5-deurs suv";1985;1990;693;"Land Cruiser";0
1717;"Land Cruiser Customwagon";"5-deurs suv";1990;1998;693;"Land Cruiser";19712
