id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1463;Aygo;"3-deurs hatchback";2005;2009;681;Aygo;29004
1467;Aygo;"5-deurs hatchback";2005;2009;681;Aygo;29017
3064;Aygo;"3-deurs hatchback";2009;2012;681;Aygo;78195
3065;Aygo;"5-deurs hatchback";2009;2012;681;Aygo;62743
3642;Aygo;"3-deurs hatchback";2012;heden;681;Aygo;78195
3643;Aygo;"5-deurs hatchback";2012;heden;681;Aygo;62743
