id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1470;Camry;"4-deurs sedan";1983;1987;682;Camry;0
1473;Camry;"5-deurs hatchback";1983;1987;682;Camry;0
1476;Camry;"5-deurs sedan";1983;1987;682;Camry;0
1479;Camry;"4-deurs sedan";1987;1991;682;Camry;0
1486;Camry;"4-deurs sedan";1991;1996;682;Camry;20402
1491;Camry;"4-deurs sedan";1996;1999;682;Camry;21588
1493;Camry;"4-deurs sedan";1999;2001;682;Camry;23184
1495;Camry;"4-deurs sedan";2001;2004;682;Camry;24856
1489;"Camry Customwagon";"5-deurs stationwagon";1992;1996;682;Camry;20239
1482;"Camry Stationwagon";"5-deurs stationwagon";1987;1992;682;Camry;19242
