id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1766;Starlet;"3-deurs hatchback";1980;1983;702;Starlet;0
1767;Starlet;"5-deurs hatchback";1980;1983;702;Starlet;0
1771;Starlet;"3-deurs hatchback";1983;1985;702;Starlet;0
1773;Starlet;"5-deurs hatchback";1983;1985;702;Starlet;0
1777;Starlet;"5-deurs hatchback";1985;1987;702;Starlet;0
1775;Starlet;"3-deurs hatchback";1985;1990;702;Starlet;0
1779;Starlet;"3-deurs hatchback";1990;1996;702;Starlet;19727
1781;Starlet;"5-deurs hatchback";1990;1996;702;Starlet;19731
1783;Starlet;"3-deurs hatchback";1996;1999;702;Starlet;21619
1785;Starlet;"5-deurs hatchback";1996;1999;702;Starlet;21626
1769;"Starlet Combi";"5-deurs stationwagon";1980;1981;702;Starlet;0
