id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1427;Auris;"3-deurs hatchback";2007;2010;678;Auris;78196
1429;Auris;"5-deurs hatchback";2007;2010;678;Auris;38803
3316;Auris;"3-deurs hatchback";2010;2012;678;Auris;0
3317;Auris;"5-deurs hatchback";2010;2013;678;Auris;87190
3919;Auris;"5-deurs hatchback";2013;heden;678;Auris;139074
3996;"Auris Touring Sports";"5-deurs stationwagon";2013;heden;678;Auris;142980
