id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1811;Yaris;"3-deurs hatchback";1999;2003;706;Yaris;23192
1813;Yaris;"5-deurs hatchback";1999;2003;706;Yaris;23202
1815;Yaris;"3-deurs hatchback";2003;2005;706;Yaris;26730
1817;Yaris;"5-deurs hatchback";2003;2005;706;Yaris;26740
1821;Yaris;"5-deurs hatchback";2005;2009;706;Yaris;29039
1819;Yaris;"3-deurs hatchback";2005;2009;706;Yaris;29026
3067;Yaris;"3-deurs hatchback";2009;2011;706;Yaris;65413
3068;Yaris;"5-deurs hatchback";2009;2011;706;Yaris;78257
3575;Yaris;"5-deurs hatchback";2011;heden;706;Yaris;107330
3561;Yaris;"3-deurs hatchback";2011;heden;706;Yaris;121763
