id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
57;Mini;"2-deurs hatchback";1997;2000;434;Mini;21837
3410;Mini;"3-deurs hatchback";2001;2007;434;Mini;24590
3411;Mini;"3-deurs hatchback";2007;2010;434;Mini;64491
3413;Mini;"3-deurs hatchback";2010;heden;434;Mini;94093
